STATEID,DISTID,PSUID,SCHOOLID,SQGOVT,SS1,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SS11,SS12,SS13
7,7,1,1,1,11,2,3,5,1,2,36,17,1,1,2,1
7,7,1,1,1,12,3,3,99,1,2,45,8,0,1,3,0
7,7,1,1,1,13,3,3,99,1,2,38,5,0,1,4,0
7,7,1,1,1,14,5,3,99,1,1,45,5,0,1,4,1
7,7,1,2,2,1,1,2,5,1,1,32,17,1,1,2,1
7,7,1,2,2,2,2,1,5,1,2,30,15,1,1,3,2
7,7,1,2,2,3,2,3,4,1,2,26,15,0,1,4,0
7,7,1,2,2,4,2,3,5,1,2,33,17,0,1,4,3
7,7,1,2,2,5,2,3,2,1,2,36,17,1,1,3,2
7,7,1,2,2,6,2,3,5,1,1,28,15,0,1,2,0
7,7,1,2,2,7,2,3,5,1,1,30,17,1,1,3,1
7,7,1,2,2,8,2,2,5,1,1,36,17,1,1,3,4
7,7,1,2,2,9,5,3,99,1,1,40,10,0,1,4,0
7,7,1,2,2,10,5,3,99,1,2,45,0,0,1,4,0
7,7,2,1,1,1,1,3,5,3,2,42,17,1,1,3,3
7,7,2,1,1,2,2,2,5,1,1,36,17,1,1,3,2
7,7,2,1,1,3,2,1,5,1,2,32,15,1,1,2,1
7,7,2,1,1,4,2,3,5,1,1,31,15,1,1,4,2
7,7,2,1,1,5,2,3,5,1,1,36,17,1,1,4,1
7,7,2,1,1,6,2,3,5,1,1,38,15,1,1,3,4
7,7,2,1,1,7,2,3,5,1,2,39,17,1,1,2,2
7,7,2,1,1,8,2,3,5,1,1,42,17,1,1,2,1
7,7,2,1,1,9,2,3,5,1,2,40,15,1,1,4,0
7,7,2,1,1,10,2,3,5,1,2,32,17,1,1,3,2
7,7,2,1,1,11,3,3,99,1,2,43,5,0,1,4,0
7,7,2,1,1,12,3,3,99,1,2,41,0,0,1,4,0
7,7,2,1,1,13,5,3,99,1,1,45,5,0,1,4,0
7,7,2,2,2,1,1,2,5,1,1,36,17,1,1,3,1
7,7,2,2,2,2,2,1,5,1,1,31,17,0,1,3,1
7,7,2,2,2,3,2,3,5,1,1,30,17,1,1,4,3
7,7,2,2,2,4,2,3,5,1,1,28,17,1,1,2,2
7,7,2,2,2,5,2,3,5,1,2,29,17,0,1,3,1
7,7,2,2,2,6,2,3,5,1,2,32,17,1,1,3,0
7,7,2,2,2,7,2,3,5,1,2,35,15,1,1,3,3
7,7,2,2,2,8,2,3,5,1,2,38,15,0,1,2,1
7,7,2,2,2,9,2,3,5,1,2,27,17,1,1,2,2
7,7,2,2,2,10,2,3,5,1,2,28,17,1,1,4,0
7,7,2,2,2,11,5,3,99,1,2,37,5,0,1,4,0
7,7,3,1,1,1,1,3,5,3,2,42,17,1,1,3,3
7,7,3,1,1,2,2,2,5,1,1,36,17,1,1,3,2
7,7,3,1,1,3,2,1,5,1,2,32,15,1,1,2,1
7,7,3,1,1,4,2,3,5,1,1,31,15,1,1,4,2
7,7,3,1,1,5,2,3,5,1,1,36,17,1,1,4,1
7,7,3,1,1,6,2,3,5,1,1,38,15,1,1,3,4
7,7,3,1,1,7,2,3,5,1,2,39,17,1,1,2,2
7,7,3,1,1,8,2,3,5,1,1,42,17,1,1,2,1
7,7,3,1,1,9,2,3,5,1,2,40,15,1,1,4,0
7,7,3,1,1,10,2,3,5,1,2,32,17,1,1,3,2
7,7,3,1,1,11,3,3,99,1,2,43,5,0,1,4,0
7,7,3,1,1,12,3,3,99,1,2,41,0,0,1,4,0
7,7,3,1,1,13,5,3,99,1,1,45,5,0,1,4,0
7,7,3,2,2,1,1,3,99,1,2,42,17,1,1,2,1
7,7,3,2,2,2,2,3,5,1,2,32,15,1,1,3,2
7,7,3,2,2,3,2,3,5,1,2,30,17,1,1,3,1
7,7,3,2,2,4,2,3,5,1,2,26,15,1,1,2,0
7,7,3,2,2,5,2,2,5,1,2,28,17,1,1,3,2
7,7,3,2,2,6,2,3,5,1,1,32,17,0,1,2,3
7,7,3,2,2,7,2,1,5,1,1,30,17,1,1,3,1
7,7,3,2,2,8,2,3,5,1,2,31,17,1,1,3,3
7,7,3,2,2,9,2,3,5,1,2,33,15,0,1,3,2
7,7,3,2,2,10,2,3,5,1,2,32,17,1,1,2,0
7,7,3,2,2,11,2,3,5,1,1,28,15,1,1,2,1
7,7,3,2,2,12,2,2,5,1,1,26,17,1,1,3,4
7,7,3,2,2,13,2,3,5,1,1,36,17,0,1,4,1
7,7,3,2,2,14,2,3,5,1,1,35,17,0,1,3,2
7,7,3,2,2,15,2,3,5,1,1,38,17,1,1,1,3
7,7,3,2,2,16,2,3,5,1,1,35,15,0,1,3,0
7,7,4,1,1,1,1,3,5,3,1,38,17,1,1,3,3
7,7,4,1,1,2,2,3,5,1,2,36,17,1,1,3,4
7,7,4,1,1,3,2,3,5,1,1,30,17,1,1,2,2
7,7,4,1,1,4,2,1,5,1,1,37,15,1,1,3,2
7,7,4,1,1,5,2,3,5,1,2,35,17,1,1,2,1
7,7,4,1,1,6,2,3,5,1,2,28,17,1,1,2,1
7,7,4,1,1,7,3,3,99,1,2,42,5,0,1,4,0
7,7,4,1,1,8,3,3,99,1,2,38,5,0,1,4,0
7,7,4,1,1,9,5,3,99,1,1,36,8,0,1,4,1
7,7,4,2,2,1,1,1,5,1,1,46,17,1,1,1,2
7,7,4,2,2,2,2,3,5,1,1,38,17,1,1,3,4
7,7,4,2,2,3,2,3,5,1,2,32,15,0,1,2,2
7,7,4,2,2,4,2,3,5,1,2,36,17,0,1,1,1
7,7,4,2,2,5,2,3,5,1,2,32,17,0,1,3,0
7,7,4,2,2,6,2,3,5,1,2,30,17,1,1,3,1
7,7,4,2,2,7,2,3,5,1,1,35,15,1,1,2,0
7,7,4,2,2,8,2,3,5,1,1,36,17,0,1,3,1
7,7,4,2,2,9,2,3,5,1,1,31,17,0,1,3,3
7,7,4,2,2,10,2,3,5,1,2,32,17,0,1,3,2
7,7,4,2,2,11,5,3,99,1,1,42,8,0,1,4,0
7,8,1,1,1,1,1,1,1,1,1,61,17,1,1,1,7
7,8,1,1,1,2,2,2,2,1,2,32,15,1,1,3,4
7,8,1,1,1,3,2,2,3,1,2,23,12,1,1,2,6
7,8,1,1,1,4,2,2,3,1,2,32,12,1,1,2,3
7,8,1,1,1,5,2,2,5,1,2,32,15,1,1,3,5
7,8,1,1,1,6,2,3,4,2,2,27,12,1,1,3,7
7,8,1,1,1,7,2,2,55,1,2,46,15,1,1,2,3
7,8,1,2,2,1,1,2,99,1,2,60,17,1,1,1,20
7,8,1,2,2,2,5,1,99,1,1,67,17,1,1,2,2
7,8,1,2,2,3,2,3,2,1,2,38,15,1,1,1,4
7,8,1,2,2,4,2,3,5,1,2,47,15,1,1,2,20
7,8,1,2,2,5,2,3,4,1,2,40,17,1,1,3,4
7,8,1,2,2,6,2,3,5,1,1,33,17,1,1,1,30
7,8,1,2,2,7,2,3,2,1,2,40,15,1,1,1,10
7,8,1,2,2,8,2,3,2,1,2,39,12,1,1,2,2
7,8,1,2,2,9,2,3,3,1,1,38,15,1,1,1,3
7,8,1,2,2,10,2,3,1,1,2,30,15,1,1,1,3
7,8,1,2,2,11,2,3,2,1,2,28,15,1,1,1,10
7,8,1,2,2,12,2,3,1,1,2,33,15,1,1,1,5
7,8,1,2,2,13,2,3,1,1,2,24,12,1,1,2,2
7,8,1,2,2,14,2,3,3,1,2,22,12,1,1,2,5
7,8,1,2,2,15,2,3,5,1,2,22,12,1,1,2,1
7,8,1,2,2,16,2,3,2,1,2,27,12,1,1,2,2
7,9,1,1,1,1,1,1,4,1,1,45,17,1,1,2,8
7,9,1,1,1,2,2,2,3,1,1,50,15,1,1,2,8
7,9,1,1,1,3,2,2,55,1,1,40,15,1,1,4,7
7,9,1,1,1,4,2,2,5,1,1,45,12,1,1,4,5
7,9,1,1,1,5,2,2,2,1,1,48,12,1,1,2,0
7,9,1,1,1,6,2,2,1,1,1,38,15,1,1,2,0
7,9,1,1,1,7,2,2,5,1,1,28,15,1,1,1,2
7,9,1,1,1,8,2,2,2,1,1,32,12,1,1,1,2
7,9,1,2,2,1,1,1,5,1,1,42,17,1,1,2,12
7,9,1,2,2,2,2,3,4,1,2,26,15,1,1,1,12
7,9,1,2,2,3,2,3,2,1,2,25,15,1,1,1,12
7,9,1,2,2,4,2,3,4,1,2,22,15,1,1,2,10
7,9,1,2,2,5,2,3,1,1,2,24,17,1,1,4,0
7,9,1,2,2,6,2,3,55,1,1,24,12,1,1,4,0
7,9,1,2,2,7,5,2,99,1,1,24,10,0,1,3,0
7,9,1,2,2,8,2,3,3,1,1,32,12,1,1,2,12
7,9,1,2,2,9,2,3,5,1,2,26,12,0,1,4,12
7,9,1,2,2,10,2,3,2,1,2,22,12,0,1,1,12
7,9,2,1,1,1,1,1,99,1,2,59,17,1,1,2,15
7,9,2,1,1,2,2,3,5,1,2,42,17,1,1,1,55
7,9,2,1,1,3,2,3,4,1,1,43,15,1,2,3,10
7,9,2,1,1,4,2,3,1,1,2,28,15,1,1,2,10
7,9,2,1,1,5,2,3,3,3,2,26,12,1,1,5,5
7,9,2,1,1,6,2,3,2,1,2,32,17,1,1,4,55
7,9,2,1,1,7,2,3,3,1,2,25,15,1,1,5,0
7,9,2,1,1,8,2,3,55,3,2,45,12,1,1,5,1
7,9,2,1,1,9,4,3,1,1,2,27,17,1,1,3,2
7,9,2,1,1,10,4,3,4,1,2,21,12,1,1,1,3
7,9,2,1,1,11,4,3,5,1,2,21,12,1,1,1,3
7,9,2,1,1,12,4,3,2,1,2,26,15,1,1,3,10
7,9,2,1,1,13,4,3,1,1,2,25,12,1,1,3,1
7,9,2,1,1,14,4,3,1,1,2,28,12,1,1,2,1
7,9,2,2,2,1,1,3,99,3,2,44,17,1,1,2,10
7,9,2,2,2,2,5,1,99,1,2,43,15,0,1,3,2
7,9,2,2,2,3,2,3,5,1,2,29,17,1,1,3,6
7,9,2,2,2,4,2,3,5,1,2,36,17,1,1,1,5
7,9,2,2,2,5,2,3,5,1,2,33,15,1,1,2,6
7,9,2,2,2,6,2,3,3,1,2,37,17,1,1,4,12
7,9,2,2,2,7,2,3,3,1,2,25,15,1,1,3,6
7,9,2,2,2,8,2,3,3,1,2,24,15,1,1,4,1
7,9,2,2,2,9,2,3,4,1,2,31,17,1,1,2,7
7,9,2,2,2,10,2,3,2,1,2,26,15,1,1,1,1
7,9,2,2,2,11,2,3,1,1,2,21,12,1,1,4,2
7,9,2,2,2,12,2,3,4,1,2,25,12,1,1,4,2
7,9,2,2,2,13,2,3,1,1,2,22,12,1,1,5,2
7,9,2,2,2,14,2,3,2,1,2,31,15,1,1,2,6
7,9,2,2,2,15,2,3,1,1,2,23,15,1,1,2,7
7,9,2,2,2,16,2,3,4,1,2,32,15,1,1,2,6
7,9,3,1,1,1,1,1,5,1,1,53,15,1,1,1,2
7,9,3,1,1,2,2,3,1,1,1,39,17,1,1,5,1
7,9,3,1,1,3,2,3,4,1,1,37,17,1,1,5,1
7,9,3,1,1,4,2,3,2,1,1,38,17,1,1,5,1
7,9,3,1,1,5,2,3,3,1,1,38,17,1,1,5,1
7,9,3,1,1,6,2,3,4,1,1,42,17,1,1,5,1
7,9,3,1,1,7,2,3,5,1,1,32,17,1,1,4,1
7,9,3,1,1,8,2,2,3,1,1,34,15,1,1,4,1
7,9,3,1,1,9,2,3,2,1,1,41,15,1,1,5,1
7,9,3,1,1,10,2,3,1,1,1,28,15,1,1,4,20
7,9,3,1,1,11,4,3,4,1,1,32,15,1,1,1,0
7,9,3,2,2,1,1, ,99,1,2,42,17,1,1,2,0
7,9,3,2,2,2,5,1,99,1,1,45,15,1,1,2,0
7,9,3,2,2,3,2,3,1,1,2,28,15,1,1,2,0
7,9,3,2,2,4,2,3,3,1,2,28,15,1,1,6,0
7,9,3,2,2,5,2,3,4,1,2,25,12,1,1,6,0
7,9,3,2,2,6,2,3,5,1,2,24,12,1,1,2,0
7,9,3,2,2,7,2,3,5,1,2,28,15,1,1,2,0
7,9,3,2,2,8,2,3,55,1,2,22,12,1,1,3,0
7,9,3,2,2,9,2,3,55,1,2,22,15,1,1,3,0
7,9,3,2,2,10,2,3,55,1,2,24,15,1,2,2,0
7,9,3,2,2,11,2,3,1,1,2,25,12,1,1,1,0
7,9,3,2,2,12,2,3,2,1,2,24,15,1,1,2,0
7,9,3,2,2,13,2,3,3,1,2,23,15,1,1,1,0
7,9,3,2,2,14,2,3,55,1,2,23,12,1,1,3,0
7,9,3,2,2,15,2,3,2,1,2,22,12,1,1,2,0
7,9,3,2,2,16,2,3,55,1,2,22,12,1,1,2,0
7,10,1,1,1,1,1,1,99,1,2,56,15,1,2,2,3
7,10,1,1,1,2,2,2,5,1,2,43,15,1,2,2,5
7,10,1,1,1,3,2,2,5,1,2,43,17,1,2,2,2
7,10,1,1,1,4,2,2,5,1,1,42,17,1,2,2,2
7,10,1,1,1,5,2,2,5,1,1,46,12,1,2,2,3
7,10,1,1,1,6,2,2,5,1,1,42,15,1,2,2,2
7,10,1,1,1,7,2,2,5,1,1,42,17,1,2,2,2
7,10,1,1,1,8,2,2,5,1,2,34,17,1,2,2,2
7,10,1,1,1,9,2,2,5,1,2,42,12,1,2,2,2
7,10,1,1,1,10,2,2,55,1,2,43,15,1,1,3,5
7,10,1,1,1,11,4,2,5,1,2,43,15,1,2,2,2
7,10,1,1,1,12,4,2,5,1,2,47,15,0,2,2,5
7,10,1,1,1,13,5,2,99,1,1,36,10,0,1,3,10
7,10,1,1,1,14,5,2,99,1,1,45,10,0,1,4,2
7,10,1,1,1,15,5,2,99,1,2,54,10,0,1,2,2
7,10,1,1,1,16,5,2,99,1,1,38,8,0,2,2,2
7,10,3,1,1,1,1,1,99,1,1,58,15,1,2,2,2
7,10,3,1,1,2,2,3,5,1,1,45,17,1,2,2,1
7,10,3,1,1,3,2,3,5,1,2,38,17,1,2,2,1
7,10,3,1,1,4,2,3,5,1,2,34,15,1,2,2,4
7,10,4,1,1,1,1,1,99,1,1,58,15,1,2,2,2
7,10,4,1,1,2,2,3,5,1,1,45,17,1,2,2,1
7,10,4,1,1,3,2,3,5,1,2,38,17,1,2,2,1
7,10,4,1,1,4,2,3,5,1,2,34,15,1,2,2,4
7,10,5,1,1,1,1,1,99,1,2,56,15,1,2,2,3
7,10,5,1,1,2,2,2,5,1,2,43,15,1,2,2,5
7,10,5,1,1,3,2,2,5,1,2,43,17,1,2,2,2
7,10,5,1,1,4,2,2,5,1,1,42,17,1,2,2,2
7,10,5,1,1,5,2,2,5,1,1,46,12,1,2,2,3
7,10,5,1,1,6,2,2,5,1,1,42,15,1,2,2,2
7,10,5,1,1,7,2,2,5,1,1,42,17,1,2,2,2
7,10,5,1,1,8,2,2,5,1,2,34,17,1,2,2,2
7,10,5,1,1,9,2,2,5,1,2,42,12,1,2,2,2
7,10,5,1,1,10,2,2,55,1,2,43,15,1,1,3,5
7,10,5,1,1,11,4,2,5,1,2,43,15,1,2,2,2
7,10,5,1,1,12,4,2,5,1,2,47,15,0,2,2,5
7,10,5,1,1,13,5,2,99,1,1,36,10,0,1,3,10
7,10,5,1,1,14,5,2,99,1,1,45,10,0,1,4,2
7,10,5,1,1,15,5,2,99,1,2,54,10,0,1,2,2
7,10,5,1,1,16,5,2,99,1,1,38,8,0,2,2,2
7,10,6,1,1,1,1,1,99,1,2,54,12,1,2,2,3
7,10,6,1,1,2,2,2,5,1,2,54,17,1,2,2,1
7,10,6,1,1,3,2,3,5,1,1,27,15,1,2,2,2
7,10,6,1,1,4,2,3,5,1,1,30,17,1,2,2,2
7,10,7,1,1,1,1,1,3,1,2,54,15,1,2,2,4
7,10,7,1,1,2,2,2,4,1,1,42,15,1,2,2,5
7,10,7,1,1,3,2,2,4,1,2,42,17,1,3,5,20
7,10,7,1,1,4,2,2,3,1,2,47,17,1,1,2,20
7,10,7,1,1,5,2,2,5,1,2,38,17,1,1,2,4
7,10,7,1,1,6,2,2,5,1,1,44,15,1,2,2,5
7,10,7,1,1,7,2,2,2,1,2,38,15,1,1,4,6
7,10,7,1,1,8,2,2,1,1,2,32,15,1,2,2,4
7,10,7,1,1,9,5,2,99,1,1,31,10,0,1,2,4
7,10,7,1,1,10,5,2,99,1,1,38,10,0,1,2,1
7,10,7,1,1,11,5,2,99,1,2,47,0,0,1,4,5
7,10,7,2,2,1,1,1,5,1,1,32,15,1,1,2,5
7,10,7,2,2,2,2,2,5,1,1,30,15,1,1,2,5
7,10,7,2,2,3,2,2,5,1,2,25,12,0,1,3,3
7,10,7,2,2,4,2,2,5,1,2,25,12,1,1,2,0
7,10,8,1,1,1,1,1,3,1,2,54,15,1,2,2,4
7,10,8,1,1,2,2,2,4,1,1,42,15,1,2,2,5
7,10,8,1,1,3,2,2,4,1,2,42,17,1,3,5,20
7,10,8,1,1,4,2,2,3,1,2,47,17,1,1,2,20
7,10,8,1,1,5,2,2,5,1,2,38,17,1,1,2,4
7,10,8,1,1,6,2,2,5,1,1,44,15,1,2,2,5
7,10,8,1,1,7,2,2,2,1,2,38,15,1,1,4,6
7,10,8,1,1,8,2,2,1,1,2,32,15,1,2,2,4
7,10,8,1,1,9,5,2,99,1,1,31,10,0,1,2,4
7,10,8,1,1,10,5,2,99,1,1,38,10,0,1,2,1
7,10,8,1,1,11,5,2,99,1,2,47,0,0,1,4,5
7,10,9,1,1,1,1,2,99,1,2,50,15,1,2,2,4
7,10,9,1,1,2,2,1,2,1,1,42,17,1,2,2,9
7,10,9,1,1,3,2,3,5,1,1,42,17,1,2,3,5
7,10,9,1,1,4,2,3,4,1,2,38,17,1,2,2,7
7,10,9,1,1,5,2,3,2,1,1,42,17,1,2,2,7
7,10,9,1,1,6,2,3,3,1,2,36,17,1,1,2,5
7,10,9,1,1,7,2,3,1,1,2,37,17,1,1,4,9
7,10,9,1,1,8,2,3,5,1,1,28,15,1,1,4,3
7,10,9,1,1,9,4,3,2,1,1,37,17,1,1,3,11
7,10,9,1,1,10,4,3,4,1,2,33,17,1,1,3,1
7,10,9,1,1,11,4,3,3,1,1,26,12,1,1,3,9
7,10,9,1,1,12,4,3,3,1,1,25,12,1,1,3,2
7,10,9,1,1,13,4,3,4,1,2,32,15,1,1,4,7
7,10,9,1,1,14,4,3,2,1,2,23,12,1,2,2,4
7,10,9,1,1,15,4,3,5,1,1,25,12,1,1,3,5
7,10,9,1,1,16,4,3,55,1,1,25,17,1,1,3,4
7,10,9,1,1,17,4,3,2,1,2,22,12,1,1,2,5
7,10,9,1,1,18,4,3,3,1,1,22,12,1,2,2,2
7,10,9,1,1,19,5,3,99,1,1,25,8,0,1,3,4
7,10,9,1,1,20,5,3,99,1,1,35,15,0,1,2,2
7,10,9,1,1,21,5,3,99,1,1,42,5,0,1,4,6
7,10,10,1,1,1,1,1,5,1,2,60,12,1,1,2,5
7,10,10,1,1,2,2,2,55,1,2,38,17,1,1,2,4
7,10,10,1,1,3,2,3,1,1,2,57,17,1,1,2,3
7,10,10,1,1,4,2,2,3,1,2,50,17,1,1,1,5
7,10,10,1,1,5,2,3,5,1,2,44,12,1,1,2,1
7,10,10,1,1,6,2,3,2,1,1,35,17,1,1,3,10
7,10,10,1,1,7,2,3,2,1,2,47,17,1,4,2,12
7,10,10,1,1,8,2,3,3,1,2,41,17,1,1,2,4
7,10,10,1,1,9,2,3,4,1,2,50,17,1,1,2,7
7,10,10,1,1,10,2,3,4,1,2,43,17,1,1,3,8
7,10,10,1,1,11,4,3,3,1,2,26,15,0,1,3,9
7,10,10,1,1,12,4,3,55,1,2,28,15,0,1,3,7
7,10,10,1,1,13,4,3,5,1,2,25,15,0,1,3,12
7,10,10,1,1,14,4,3,4,1,2,32,15,0,1,3,8
7,10,10,1,1,15,4,3,2,1,2,35,15,0,1,3,7
7,10,10,1,1,16,5,3,99,1,2,40,8,0,1,3,2
7,10,10,2,2,1,1,3,99,2,1,49,17,1,1,2,4
7,10,10,2,2,2,2,3,55,1,2,43,17,1,1,2,5
7,10,10,2,2,3,2,3,5,1,2,39,17,1,1,2,4
7,10,10,2,2,4,2,3,4,1,1,45,17,1,1,2,3
7,10,10,2,2,5,2,3,4,1,2,29,17,1,1,2,7
7,10,10,2,2,6,2,3,1,1,2,40,17,1,1,2,10
7,10,10,2,2,7,2,3,3,1,2,36,12,1,1,2,6
7,10,10,2,2,8,2,3,7,1,2,20,17,1,1,2,8
7,10,10,2,2,9,2,3,2,1,2,38,15,0,1,1,5
7,10,10,2,2,10,2,3,2,1,2,39,12,0,1,2,6
7,10,10,2,2,11,2,3,1,1,2,32,17,0,1,2,4
7,10,10,2,2,12,5,1,99,1,1,46,12,0,1,2,5
7,10,10,2,2,13,5,3,99,1,2,36,12,0,1,4,3
7,10,10,2,2,14,5,3,99,1,2,42,10,0,1,4,3
7,10,10,2,2,15,5,3,99,1,2,20,0,0,1,4,2
7,10,10,2,2,16,5,3,99,1,2,30,0,0,1,4,1
7,10,11,1,1,1,1,1,99,1,2,42,17,1,1,2,2
7,10,11,1,1,2,2,2,55,1,2,38,17,1,1,1,3
7,10,11,1,1,3,2,2,1,1,2,42,15,1,1,2,5
7,10,11,1,1,4,2,3,2,1,2,38,12,1,1,3,8
7,10,11,1,1,5,2,3,4,1,2,42,17,1,1,4,31
7,10,11,1,1,6,2,3,3,1,2,29,17,1,1,3,12
7,10,11,1,1,7,2,3,5,1,2,32,17,1,1,3,15
7,10,11,1,1,8,2,3,1,1,2,35,17,1,1,2,7
7,10,11,1,1,9,2,3,3,1,2,40,17,1,1,2,6
7,10,11,1,1,10,2,3,2,1,2,38,17,1,1,2,1
7,10,11,1,1,11,5,3,99,1,1,40,8,0,1,4,2
7,10,11,1,1,12,5,3,99,1,1,38,10,0,1,4,3
7,10,11,1,1,13,5,3,99,1,2,32,8,0,1,4,1
7,10,12,1,1,1,1,1,99,1,2,61,15,1,1,2,2
7,10,12,1,1,2,2,2,2,1,2,54,17,1,1,2,2
7,10,12,1,1,3,2,2,4,1,2,48,17,1,1,2,2
7,10,12,1,1,4,2,2,3,1,2,44,17,1,1,3,2
7,10,12,1,1,5,2,2,1,1,2,47,17,1,1,4,2
7,10,12,1,1,6,5,2,99,1,2,49,8,0,1,2,13
7,10,12,1,1,7,5,2,99,1,1,49,10,0,1,2,2
7,10,12,1,1,8,4,3,2,2,2,20,15,0,1,1,1
7,10,12,1,1,9,4,3,1,2,2,32,15,0,1,4,3
7,10,13,1,1,1,1,1,99,1,2,54,17,1,1,1,1
7,10,13,1,1,2,2,2,5,1,2,49,15,1,1,1,3
7,10,13,1,1,3,2,2,5,1,2,55,12,1,1,4,1
7,10,13,1,1,4,4,2,5,1,1,30,17,1,1,3,28
7,10,13,1,1,5,4,2,5,1,2,23,12,1,1,1,20
7,10,13,1,1,6,5,2,99,1,2,56,8,0,1,4,10
7,10,13,1,1,7,5,2,99,1,2,45,15,0,1,3,10
7,10,13,2,2,1,1,3,5,1,2,50,15,1,1,2,5
7,10,13,2,2,2,2,3,5,1,2,28,15,1,1,3,2
7,10,13,2,2,3,2,3,5,1,2,26,15,1,1, , 
7,10,13,2,2,4,2,3,5,1,2,32,15,1,1, , 
7,10,13,2,2,5,2,3,5,1,2,25,15,1,1, , 
7,10,13,2,2,6,2,3,5,1,2,26,15,1,1, , 
7,10,13,2,2,7,2,3,5,1,2,35,15,1,1, , 
7,10,13,2,2,8,2,3,5,1,2,30,15,1,1, , 
7,10,13,2,2,9,2,3,5,1,2,25,15,1,1, , 
7,10,13,2,2,10,2,3,5,1,2,30,15,1,1, , 
7,10,14,1,1,1,1,1,99,1,2,49,15,1,1,4,1
7,10,14,1,1,2,2,2,5,1,2,44,17,1,6,2,1
7,10,14,1,1,3,2,3,5,1,2,39,15,1,1,2,2
7,10,14,1,1,4,4,3,3,1,2,56,15,1,1,2,1
7,10,14,1,1,5,4,3,55,1,2,22,15,1,1,3,1
7,10,14,1,1,6,5,3,99,1,1,46,12,0,1,4,2
7,10,14,1,1,7,5,3,99,1,1,41,8,0,1,2,2
7,10,14,1,1,8,5,3,99,1,1,50,0,0,1,4,1
7,10,15,1,1,1,1,1,5,1,2,61,12,1,1,2,4
7,10,15,1,1,2,2,2,4,1,2,57,17,1,1,2,2
7,10,15,1,1,3,2,2,3,1,2,42,17,1,1,2,7
7,10,15,1,1,4,2,3,1,1,1,45,17,1,1,2,9
7,10,15,1,1,5,2,3,2,1,2,32,17,1,1,4,8
7,10,15,1,1,6,2,3,55,1,2,43,17,1,1,4,2
7,10,15,1,1,7,5,3,99,1,2,59,0,0,1,4,1
7,10,15,1,1,8,5,3,99,1,2,37,8,0,1,4,8
7,10,15,1,1,9,5,3,99,1,1,47,0,0,1,2,2
7,10,16,1,1,1,1,1,5,1,2,61,12,1,1,2,4
7,10,16,1,1,2,2,2,4,1,2,57,17,1,1,2,2
7,10,16,1,1,3,2,2,3,1,2,42,17,1,1,2,7
7,10,16,1,1,4,2,3,1,1,1,45,17,1,1,2,9
7,10,16,1,1,5,2,3,2,1,2,32,17,1,1,4,8
7,10,16,1,1,6,2,3,55,1,2,43,17,1,1,4,2
7,10,16,1,1,7,5,3,99,1,2,59,0,0,1,4,1
7,10,16,1,1,8,5,3,99,1,2,37,8,0,1,4,8
7,10,16,1,1,9,5,3,99,1,1,47,0,0,1,2,2
7,10,17,1,1,1,1,1,5,1,1,52,15,1,2,2,8
7,10,17,1,1,2,2,2,5,1,2,47,15,1,1,1,6
7,10,17,1,1,3,2,2,55,1,2,51,12,1,4,2,10
7,10,17,1,1,4,4,2,2,1,2,61,15,1,4,1,6
7,10,17,1,1,5,4,3,5,1,2,25,12,1,1,3,40
7,10,17,1,1,6,4,3,4,1,1,24,15,1,1,3,40
7,10,17,1,1,7,5,3,99,1,1,53,8,0,1,3,3
7,10,17,1,1,8,5,3,99,1,1,30,12,0,1,1,10
7,10,17,1,1,9,5,2,99,1,2,55,0,0,1,4,10
7,10,18,1,1,1,1,1,99,1,2,48,15,1,1,4,3
7,10,18,1,1,2,2,2,2,1,2,20,17,1,2,3,4
7,10,18,1,1,3,2,3,3,1,2,40,17,1,1,4,5
7,10,18,1,1,4,2,3,1,1,2,42,17,1,1,2,3
7,10,18,1,1,5,2,3,55,1,2,37,17,1,1,4,2
7,10,18,1,1,6,2,3,4,1,2,38,17,1,2,2,1
7,10,18,1,1,7,2,3,5,1,2,22,12,1,1,1,2
7,10,18,1,1,8,2,3,55,1,2,22,12,1,1,1,30
7,10,18,1,1,9,2,3,5,1,2,21,12,1,1,1,60
7,10,18,1,1,10,2,3,4,1,2,51,12,1,1,4,5
7,10,18,1,1,11,2,3,3,1,2,33,15,1,4,1,4
7,10,18,1,1,12,2,3,2,1,2,24,12,1,4,2,3
7,10,18,1,1,13,2,3,1,1,2,36,17,1,1,4,2
7,10,18,1,1,14,5,3,99,1,1,54,8,0,1,4,4
7,10,18,1,1,15,5,3,99,1,2,48,0,0,1,4,5
7,10,18,1,1,16,5,3,99,1,2,49,0,0,1,4,2
7,10,19,1,1,1,1,3,99, ,1,43,17, ,1,3,7
7,10,19,1,1,2,2,3,5, ,2,48,17, ,1,2,5
7,10,19,1,1,3,2,3,5, ,2,30,15, ,1,2,1
7,10,19,1,1,4,2,3,5, ,2,55,15, ,1,2,5
7,10,19,1,1,5,2,3,5, ,2,52,15, ,1,2,6
7,10,19,1,1,6,2,3,5, ,2,58,15, ,1,2,10
7,10,19,1,1,7,2,1,99,1,1,52,17, ,1,2,25
7,10,20,1,1,1,1,1,99,1,1,59,15,1,2,2,8
7,10,20,1,1,2,2,3,5,1,2,56,15,1,1,3,1
7,10,20,1,1,3,2,2,5,1,2,59,15,1,1,3,1
7,10,20,1,1,4,2,2,5,1,2,38,15,1,1,2,3
