STATEID,DISTID,PSUID,SCHOOLID,SQGOVT,SS1,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SS11,SS12,SS13
1,2,1,1,1,1,1,1,5,1,1,25,15,1,2,3,2
1,2,1,1,1,2,2,3,5,1,2,26,15,1,2,3,2
1,2,1,1,1,3,3,3,99,1,2,35,0, ,2,5,0
1,2,1,2,2,1,1,3,2,2,2,25,15,0,2,3,4
1,2,1,2,2,2,2,1,2,1,2,21,15,0,2,3,1
1,2,2,1,1,1,1,1,5,1,1,35,17,1,2,2,5
1,2,2,1,1,2,2,2,5,1,2,32,17,1,2,2,1
1,2,2,2,2,1,1,1,5,1,1,27,15,1,2,2,0
1,2,2,2,2,2,2,3,5,1,1,24,15,1,2,2,0
1,2,2,2,2,3,2,3,5,1,1,34,12,0,2,2,0
1,2,2,2,2,4,2,3,4,1,1,26,15,1,2,2,0
1,2,2,2,2,5,2,3,4,1,1,25,15,1,2, ,0
1,2,3,1,1,1,1,2,5,1,1,44,15,1,2,2,12
1,2,3,1,1,2,2,1,5,1,1,30,17,1,2,2,0
1,2,3,1,1,3,2,3,5,1,1,30,15,1,2,2,0
1,2,3,1,1,4,2,3,5,1,2,28,15,1,2,2,0
1,2,3,1,1,5,5,3,99,1,2,28,10,0,2,2,0
1,2,3,1,1,6,3,3,99,1,2,44,0, ,2,2,0
1,2,3,1,1,7,5,3,99,2,1,48,5, ,2,2,0
1,2,3,2,2,1,1,1,5,1,1,63,15,1,2,6,0
1,2,3,2,2,2,2,3,5,1,1,25,15,1,2,6,5
1,2,3,2,2,3,2,3,5,1,2,26,15,1,2,3,0
1,2,3,2,2,4,4,3,5,1,1,28,17,1,2,3,0
1,2,3,2,2,5,2,3,3,1,1,27,12,1,2,3,1
1,2,3,2,2,6,5,3,99,1,2,28,8,0,2,3,0
1,2,3,2,2,7,4,3,8,1,1,28,15,1,2,3,2
1,2,3,2,2,8,4,3,8, ,1,28,15,1,2,3,2
1,2,3,2,2,9,4,3,8, ,2,30,12,1,2,3,2
1,2,4,1,1,1,1,1,5,1,1,55,17,1,2,2,5
1,2,4,1,1,2,2,2,5,1,1,42,15,1,2,2,1
1,2,4,1,1,3,2,2,4,1,1,33,17,0,2,2,0
1,2,4,1,1,4,2,2,5,1,2,37,15,0,2,2,2
1,2,4,1,1,5,3,3,99,1,2,40,0, ,2,2,0
1,2,4,2,2,1,1,3,5,1,1,72,17,1,2, ,1
1,2,4,2,2,2,2,1,5,1,1,72,17,1,2, ,1
1,2,4,2,2,3,2,3,5,1,1,39,12,1,2, ,1
1,2,4,2,2,4,2,3,5,1,1,42,12,1,2, ,0
1,2,4,2,2,5,2,3,5,1,2,30,15,0,2, ,0
1,2,4,2,2,6,2,3,5,1,2,30,15,0,2, ,0
1,2,5,1,1,1,1,3,6,3,1,43,12,1,2,3,4
1,2,5,1,1,2,2,1,6,1,1,33,17,1,2,2,1
1,2,5,1,1,3,2,3,6,1,1,26,15,1,2,2,1
1,2,5,1,1,4,2,3,6,1,1,24,15,0,2,2,0
1,2,6,1,1,1,1,1,4,1,1,30,17,1,2,2,0
1,2,6,1,1,2,2,2,1,1,1,24,15,1,2,2,0
1,2,6,1,1,3,3,3,99,1,2,22,0, ,2,2,0
1,2,6,2,1,1,1,3,5,2,2,51,15,1,2, ,35
1,2,6,2,1,2,2,2,5,1,1,28,17,1,2, ,0
1,2,6,2,1,3,2,1,5,1,1,28,17,1,2, ,0
1,2,6,2,1,4,2,2,5,1,2,30,15,1,2, ,5
1,2,6,2,1,5,2,3,5,3,1,25,15,1,2, ,0
1,2,6,2,1,6,5,3,99,1,1,40,8,0,2, ,0
1,2,6,2,1,7,3,3,99,1,2,36,8,0,2, ,0
1,3,1,1,1,1,1,1,99,1,2,45,15,1,2,2,4
1,3,1,1,1,2,2,2,5,1,2,24,15,0,1,2,5
1,3,1,1,1,3,2,2,5,1,2,47,10,0,2,2,3
1,3,1,1,1,4,2,3,5,1,1,44,12,0,2,2,2
1,3,1,1,1,5,4,2,5,1,2,33,17,1,2,2,7
1,3,1,1,1,6,4,3,5,2,2,33,17,1,2,2,4
1,3,1,2,2,1,1,1,99,1,1,29,15,0,2, ,0
1,3,1,2,2,2,2,3,5,1,2,26,15,0,2, ,1
1,3,1,2,2,3,2,3,3,1,2,24,12,0,2, ,3
1,3,1,2,2,4,2,3,5,1,1,25,15,0,2, ,7
1,3,1,2,2,5,2,3,5,1,1,28,15,0,2, ,5
1,3,1,2,2,6,2,3,5,1,2,24,12,1,2, ,1
1,3,1,2,2,7,5,2,99,1,2,29,15,0,2, ,0
1,3,2,1,1,1,1,1,99,1,1,48,15,1,2, ,10
1,3,2,1,1,2,2,2,5,1,2,39,15,1,2, ,8
1,3,2,1,1,3,2,3,5,1,2,36,15,1,2, ,9
1,3,2,1,1,4,2,3,5,3,1,27,15,1,2, ,8
1,3,2,1,1,5,5,3,99,1,2,25,15,0,2, ,2
1,3,2,1,1,6,4,3,2,1,2,29,15,1,2, ,3
1,3,2,1,1,7,2,2,5,1,2,25,15,1,2, ,1
1,3,2,2,2,1,1,1,99,1,1,65,15,1,2, ,5
1,3,2,2,2,2,2,3,5,1,2,29,12,0,2, ,2
1,3,2,2,2,3,2,3,5,1,2,25,12,0,2, ,2
1,3,2,2,2,4,4,3,5,1,2,23,15,1,2, ,1
1,3,2,2,2,5,2,3,5,1,2,21,12,0,2, ,1
1,3,2,2,2,6,2,3,5,1,2,20,12,0,2, ,1
1,3,2,2,2,7,5,2,99,1,2,25,15,0,2, ,2
1,3,2,2,2,8,2,3,3,1,2,19,12,0,2, ,1
1,3,3,1,1,1,1,3,99,3,2,56,17,1,2, ,3
1,3,3,1,1,2,2,1,5,1,2,50,17,1,2, ,1
1,3,3,1,1,3,2,2,5,1,2,50,17,1,2, ,3
1,3,3,1,1,4,2,3,5,3,2,32,17,0,1,1,3
1,3,3,1,1,5,3,2,99,1,2,42,8,0,2, ,0
1,3,3,1,1,6,5,3,99,1,2,40,12,0,2, ,21
1,3,3,1,1,7,2,3,5,3,2,52,17,1,2, ,1
1,3,3,2,2,1,1,1,99,1,2,30,15,1,2, ,2
1,3,3,2,2,2,2,3,5,1,2,35,15,1,2, ,3
1,3,3,2,2,3,2,3,5,1,2,32,17,0,2, ,2
1,3,3,2,2,4,2,3,5,1,2,40,15,1,2, ,2
1,3,3,2,2,5,2,3,5,1,2,28,15,1,2, ,2
1,3,3,2,2,6,2,3,5,1,2,28,17,1,2, ,3
1,3,3,2,2,7,2,3,5,1,2,27,15,1,2, ,3
1,3,3,2,2,8,2,3,5,1,2,40,15,0,2, ,3
1,3,3,2,2,9,2,3,5,1,2,35,15,0,2, ,3
1,3,4,1,1,1,1,1,99,1,2,55,17,1,2, ,14
1,3,4,1,1,2,2,2,5,1,2,27,17,1,2, ,8
1,3,4,1,1,3,2,2,5,1,2,30,17,1,2, ,1
1,3,4,1,1,4,2,3,5,1,2,39,17,1,2, ,1
1,3,4,1,1,5,2,3,5,1,2,50,17,1,2, ,8
1,3,4,1,1,6,2,3,5,1,2,45,17,1,2, ,11
1,3,4,1,1,7,2,3,5,1,2,45,17,1,2, ,13
1,3,4,1,1,8,3,3,99,1,2,35,0,0,2, ,0
1,3,4,1,1,9,5,3,99,1,2,57,0,0,2, ,8
1,3,4,2,2,1,1,1,99,1,1,53,17,1,2, ,5
1,3,4,2,2,2,2,3,5,1,2,37,17,1,2, ,11
1,3,4,2,2,3,2,3,5,1,2,32,15,1,2, ,7
1,3,4,2,2,4,2,3,5,1,2,42,15,1,2, ,7
1,3,4,2,2,5,2,3,4,2,2,43,17,1,2, ,6
1,3,4,2,2,6,2,3,1,2,2,22,17,0,2, ,4
1,3,4,2,2,7,2,3,1,1,2,22,15,1,2, ,3
1,3,4,2,2,8,4,3,1,1,2,20,12,0,2, ,7
1,3,4,2,2,9,4,3,1,1,2,25,12,0,2, ,9
1,3,4,2,2,10,5,2,99,1,1,33,15,0,2, ,3
1,3,4,2,2,11,5,2,99,1,1,35,17,0,2, ,1
1,3,4,2,2,12,5,3,99,3,1,31,15,0,2, ,2
1,3,4,2,2,13,2,3,3,1,1,37,15,0,2, ,5
1,3,4,2,2,14,4,3,1,1,2,23,12,0,2, ,1
1,3,4,2,2,15,5,3,99,3,1,27,12,0,2, ,0
1,3,5,1,1,1,1,1,5,1,2,49,10,0,2, ,7
1,3,5,1,1,2,2,2,5,1,2,40,10,0,2, ,7
1,3,5,1,1,3,3,3,99,1,2,50,0,0,2, ,0
1,3,5,2,2,1,1,1,99,1,1,45,15,1,2, ,4
1,3,5,2,2,2,2,3,5,1,1,50,12,0,2, ,3
1,3,5,2,2,3,2,3,5,1,1,35,12,0,2, ,5
1,3,5,2,2,4,2,3,5,1,1,35,15,0,2, ,0
1,3,5,2,2,5,2,3,5,1,1,30,15,0,2, ,0
1,3,5,2,2,6,2,3,5,1,1,25,17,0,2, ,0
1,3,5,2,2,7,4,3,5,1,1,25,17,1,2, ,0
1,3,5,2,2,8,4,3,5,1,1,25,17,1,2, ,0
1,3,5,2,2,9,4,3,5,1,1,25,17,1,2, ,0
1,3,6,1,1,1,1,1,5,1,2,33,17,1,2, ,0
1,3,6,1,1,2,2,2,1,1,2,27,15,1,2, ,1
1,3,6,2,2,1,1,3,99,1,2,33,17,0,2, ,0
1,3,6,2,2,2,2,1,5,1,2,26,15,1,2, ,1
1,3,6,2,2,3,2,3,5,1,2,27,17,0,2, ,2
1,3,6,2,2,4,2,3,1,1,2,27,15,0,2, ,0
1,3,6,2,2,5,2,3,1,1,2,24,12,0,2, ,5
1,3,6,2,2,6,2,3,1,1,2,27,15,0,2, ,8
1,3,6,2,2,7,2,3,1,1,2,25,15,0,2, ,5
1,3,6,2,2,8,2,3,5,1,2,27,12,0,2, ,3
1,3,6,2,2,9,2,3,5,1,2,25,15,0,2, ,5
1,3,6,2,2,10,2,3,5,1,2,25,15,0,2, ,2
1,3,6,2,2,11,2,3,3,1,2,24,17,0,2, ,0
1,3,6,2,2,12,2,3,2,1,2,25,15,0,2, ,1
1,3,6,2,2,13,2,3,5,1,2,26,15,1,2, ,1
1,3,6,2,2,14,2,3,5,1,2,29,17,1,2, ,2
1,3,6,2,2,15,2,3,5,1,2,25,15,1,2, ,1
1,3,6,2,2,16,5,3,99,1,2,34,0,0,2, ,0
1,3,7,1,1,1,1,1,99,1,2,42,15,1,2, ,8
1,3,7,1,1,2,2,3,5,3,2,46,10,0,2, ,10
1,3,7,1,1,3,4,2,5,1,2,35,17,1,2, ,3
1,3,7,1,1,4,2,2,5,1,2,47,10,0,2, ,0
1,3,7,1,1,5,2,2,5,1,2,33,17,1,1,1,12
1,3,7,1,1,6,2,3,5,2,2,45,15,1,2, ,3
1,3,7,1,1,7,2,3,5,1,2,37,15,1,1,1, 
1,3,7,1,1,8,2,3,5,1,1,37,15,1,2, ,80
1,3,7,1,1,9,2,2,5,1,1,39,15,1,2, ,45
1,3,7,1,1,10,5,2,99,1,1,46,12,0,2, ,35
1,3,7,2,2,1,1,1,99,1,2,42,15,1,2, ,7
1,3,7,2,2,2,2,3,1,1,2,27,15,0,2, ,3
1,3,7,2,2,3,2,3,2,1,2,30,15,1,2, ,8
1,3,7,2,2,4,2,3,3,1,2,33,15,1,2, ,4
1,3,7,2,2,5,2,3,4,1,2,33,17,1,2, ,4
1,3,7,2,2,6,2,3,5,1,2,48,15,0,2, ,3
1,3,7,2,2,7,2,2,5,1,1,49,12,1,2, ,1
1,3,7,2,2,8,2,2,5,1,1,36,17,1,2, ,6
1,3,7,2,2,9,2,3,5,1,2,35,15,1,2, ,12
1,3,7,2,2,10,2,2,5,1,2,29,17,1,2, ,17
1,3,7,2,2,11,5,3,99,1,2,27,12,0,2, ,1
1,3,7,2,2,12,5,3,99,1,2,21,10,0,2, ,3
1,3,8,1,1,1,1,1,99,1,2,45,17,1,2, ,10
1,3,8,1,1,2,2,3,5,1,2,35,15,1,2, ,60
1,3,8,1,1,3,2,3,5,1,2,40,12,0,2, ,7
1,3,8,1,1,4,2,3,5,1,2,25,17,0,1,1,18
1,3,8,1,1,5,2,3,5,1,2,48,17,1,2, ,10
1,3,8,1,1,6,2,3,5,1,1,34,15,0,1,1,13
1,3,8,1,1,7,3,3,99,1,2,48,5,0,2, ,2
1,3,8,1,1,8,2, ,5, ,2,35,17,0,1, ,8
1,3,8,1,1,9,2, ,4, ,2,58,17,1,2,2,1
1,3,8,1,1,10,2, ,2, ,2,38,15,1,2,2,1
1,3,8,1,1,11,2, ,5, ,2,35,17,1,1,2,1
1,3,8,2,2,1,1,1,99,1,2,44,17,1,3, ,0
1,3,8,2,2,2,2,3,5,1,2,35,15,1,2, ,5
1,3,8,2,2,3,2,3,5,1,2,34,15,0,2, ,3
1,3,8,2,2,4,2,3,3,1,2,24,17,1,2, ,5
1,3,8,2,2,5,2,3,5,1,2,27,17,1,2, ,4
1,3,8,2,2,6,2,3,5,1,2,29,15,1,2, ,4
1,3,9,1,2,1,1,1,99,1,1,48,15,1,2, ,4
1,3,9,1,2,2,2,3,5,1,2,25,15,1,2, ,7
1,3,9,1,2,3,2,3,5,1,2,26,15,0,2, ,5
1,3,9,1,2,4,2,3,2,1,2,22,12,0,2, ,5
1,3,9,1,2,5,2,3,5,1,2,29,15,0,2, ,5
1,3,9,1,2,6,2,3,2,1,2,32,15,0,2, ,6
1,3,9,1,2,7,2,2,5,1,1,36,12,0,2, ,3
1,3,9,1,2,8,5,2,99,1,1,32,12,0,2, ,1
1,5,1,1,1,1,1,1,5,1,1,40,15,1,2,2,8
1,5,1,1,1,2,2,2,5,1,2,29,17,1,2,6,1
1,5,1,1,1,3,2,2,5,1,2,39,12,1,2,2,1
1,5,1,1,1,4,5,2,99,1,2,30,8,0,2,2,0
1,5,1,1,1,5,3,2,99,1,2,25,0,0,2,2,0
1,5,1,2,2,1,1,1,5,1,1,25,17,1,2,3,0
1,5,1,2,2,2,2,2,5,1,2,22,15,0,2,3,0
1,5,1,2,2,3,2,2,5,1,1,30,12,0,2,3,0
1,5,1,2,2,4,2,2,5,1,1,22,12,0,2,3,0
1,5,1,2,2,5,2,2,5,1,1,33,12,0,2,3,0
1,5,1,2,2,6,5,3,99,2,1,18,8,0,2,3,0
1,5,2,1,1,1,1,1,5,1,1,32,17,1,2,3,0
1,5,2,1,1,2,2,2,5,1,1,34,17,1,2,3,0
1,5,2,1,1,3,3,3,99,3,1,45,8,0,2,3,0
1,5,2,2,2,1,1,2,8,1,1,29, , , , , 
1,5,2,2,2,2,2,2,8,1,1,27, , , , , 
1,5,2,2,2,3,2,2,8,1,1,30, , , , , 
1,5,2,2,2,4,2,2,8,1,1,24, , , , , 
1,5,2,2,2,5,2,1,5,1,1,23,15, , , , 
1,5,2,2,2,6,2,2,5,1,2,25, , , , , 
1,5,2,2,2,7,2,2,5,1,2,23, , , , , 
1,5,2,2,2,8,2,2,5,1,2,24, , , , , 
1,5,2,2,2,9,2,2,8,1,1,29, , , , , 
1,5,2,2,2,10,2,2,5,1,1,22, , , , , 
1,5,2,2,2,11,5,2,99,1,1,30, , , , , 
1,5,4,1,1,1,1,1,5,1,1,50,17,1,2,2,10
1,5,4,1,1,2,2,2,5,1,1,40,17,1,2,2,1
1,5,4,1,1,3,2,2,5,1,1,34,17,0,2,2,90
1,5,4,1,1,4,2,2,5,1,1,30,17,0,2,2,0
1,5,4,1,1,5,2,2,5,1,1,30,17,1,2,2,0
1,5,4,1,1,6,2,2,5,1,1,30,17,1,2,2,0
1,5,4,1,1,7,3,2,99, ,1,55,8,0,2,2,0
1,5,5,1,1,1,1,2,5,1,2,40,17,1,2,6,0
1,5,5,1,1,2,2,1,5,1,1,35,17,1,2,6,0
1,5,5,1,1,3,3,2,99,1,2,30,0,0,2,6,0
1,5,5,2,2,1,1,1,10,1,1,42,17,1,2,2,12
1,5,5,2,2,2,2,2,10,1,1,44,17,1,2,2,1
1,5,5,2,2,3,2,2,8,1,1,46,15,1,2,2,5
1,5,5,2,2,4,2,2,8,1,1,39,15,1,2,2,2
1,5,5,2,2,5,2,2,8,1,1,48,15,1,2,2,8
1,5,5,2,2,6,2,2,8,1,1,57,15,1,2,2,21
1,5,5,2,2,7,2,2,10,1,1,37,17,1,2,2,8
1,5,5,2,2,8,2,2,10,1,1,36,17,1,2,2,3
1,5,5,2,2,9,2,2,10,1,1,28,17,1,2,2,12
1,5,5,2,2,10,2,2,10,1,1,36,17,1,2,2,4
1,5,5,2,2,11,2,2,10,1,1,30,17,1,2,2,21
1,5,5,2,2,12,2,2,5,1,1,31,12,1,2,2,21
1,5,5,2,2,13,2,2,10,1,2,27,17,1,2,2,21
1,5,5,2,2,14,2,2,10,1,2,24,17,1,2,2,2
1,5,5,2,2,15,2,2,5,1,1,39,12,1,2,2,5
1,5,5,2,2,16,2,2,5,1,1,49,12,1,2,2,12
1,5,6,1,2,1,1,1,8,1,1,36, ,1, , ,2
1,5,6,1,2,2,2,2,8,1,1,46, ,0, ,3,1
1,5,6,1,2,3,2,2,8,1,1,36, ,0, , ,1
1,5,6,1,2,4,2,3,8,1,1,26, ,1, , ,3
1,5,6,1,2,5,2,2,5,1,2,33, ,0, , ,3
1,5,6,1,2,6,2,2,5,1,1,28, ,0, , ,3
1,5,6,1,2,7,2,2,8,1,1,30, ,1, , ,1
1,5,6,1,2,8,2,3,5,1,1,28, ,0, , ,2
1,5,6,1,2,9,2,2,8,1,2,28, ,1, , ,4
1,5,6,1,2,10,2,2,3,1,2,25, ,0, , ,0
1,5,6,1,2,11,2,2,8,1,2,23, ,0, , ,1
1,5,6,1,2,12,2,2,5,1,2,22, ,0,4, ,1
1,5,6,1,2,13,2,3,5,1,1,28, ,0, , ,5
1,5,6,1,2,14,3,3,99,1,1,28, ,1, ,3,1
1,5,6,2,1,1,1,1,5,1,2,35,17,1,2, ,0
1,5,6,2,1,2,2,3,5,2,1,42,17,1,2, ,0
1,12,1,1,1,1,1,3,5,3,1,47,15,1,1,1,2
1,12,1,1,1,2,2,1,5,1,1,42,17,1,1,1,4
1,12,1,1,1,3,2,3,5,1,2,56,12,1,1,1,4
1,12,1,1,1,4,2,3,5,2,2,50,17,0,1,1,4
1,12,1,1,1,5,2,3,5,1,2,34,17,1,1,1,3
1,12,1,1,1,6,2,3,5,1,2,34,17,1,1,2,4
1,12,1,1,1,7,2,3,5,1,2,47,12,1,1,1,1
1,12,1,1,1,8,3,2,99,1,2,45,5,0,1,1,0
1,12,1,2,2,1,1,2,99,1,1,61,15,1,1,1,0
1,12,1,2,2,2,5,1,99,1,2,43,12,0,1,2,0
1,12,1,2,2,3,2,3,5,1,2,42,17,1,1,2,0
1,12,1,2,2,4,2,3,5,1,2,31,15,1,1,1,0
1,12,1,2,2,5,2,3,4,1,2,23,15,1,1,1,1
1,12,1,2,2,6,2,3,5,1,2,35,15,0,1,1,1
1,12,1,2,2,7,2,3,5,1,2,24,17,1,1,1,1
1,12,1,2,2,8,2,3,1,1,2,25,15,1,1,1,3
1,12,1,2,2,9,2,3,4,1,2,27,17,1,1,1,0
1,12,1,2,2,10,2,3,3,1,2,25,15,1,1,1,0
1,12,1,2,2,11,2,3,2,1,2,28,15,1,1,2,2
1,12,1,2,2,12,2,3,5,1,1,24,15,0,1,2,5
1,12,1,2,2,13,2,3,5,1,2,24,17,1,1,2,0
1,12,1,2,2,14,2,3,5,1,2,30,17,1,1,1,4
1,12,1,2,2,15,2,3,1,1,2,38,17,1,1,1,0
1,12,1,2,2,16,2,3,4,1,2,26,15,1,1,1,0
1,12,3,1,1,1,1,1,5,1,1,57,17,1,1,1,20
1,12,3,1,1,2,2,3,5,2,1,56,12,1,1,2,0
1,12,3,1,1,3,2,3,5,1,1,53,12,1,2,2,1
1,12,3,1,1,4,3,3,99,1,1,47,0,1,1,2,0
1,12,3,2,2,1,1,1,5,1,1,30,17,1,1,2,0
1,12,3,2,2,2,2,3,5,1,1,60,10,1,1,2,0
1,12,3,2,2,3,2,3,5,1,2,35,17,1,1,1,0
1,12,3,2,2,4,2,3,5,1,2,28,17,1,1,2,0
1,12,3,2,2,5,2,3,4,1,1,27,17,1,1,1,5
1,12,3,2,2,6,2,3,5,1,2,28,17,1,1,2,0
1,12,3,2,2,7,2,3,3,1,2,27,15,0,1,1,0
1,12,3,2,2,8,2,3,4,1,2,23,12,0,1,1,0
1,12,3,2,2,9,2,3,3,1,2,24,12,0,1,1,3
1,12,3,2,2,10,2,3,1,1,2,24,12,0,1,1,0
1,12,3,2,2,11,2,3,5,1,2,24,12,0,2,5,0
1,12,4,1,1,1,1,3,5,2,1,48,15,1,1,4,2
1,12,4,1,1,2,2,1,5,1,1,33,15,1,2,2,6
1,12,4,1,1,3,5,3,99,1,2,48,0, ,2,5,2
1,12,4,2,2,1,1,3,5,2,1,40,17,0,2,2,4
1,12,4,2,2,2,2,1,5,1,1,21,15,0,1,2,4
1,12,4,2,2,3,2,2,5,1,2,24,12,0,1,1,10
1,12,4,2,2,4,2,2,5,1,1,21,12,0,1,2,3
1,12,4,2,2,5,2,3,5,1,1,22,12,0,2,5,2
1,12,4,2,2,6,2,3,5,1,1,20,12,0,2,5,3
1,12,4,2,2,7,2,3,5,1,1,24,17,1,2,2,4
1,12,4,2,2,8,2,3,5,1,1,23,17,1,2,5,4
1,12,4,2,2,9,2,3,5,1,1,22,15,0,2,5,5
1,12,4,2,2,10,2,3,5,1,2,23,12,0,2,5,4
1,12,4,2,2,11,2,3,5,1,1,22,15,0,2,5,3
1,12,4,2,2,12,2,3,5,1,2,21,12,0,2,5,2
1,12,4,2,2,13,5,3,99,1,2,28,0,0,2,5,2
1,12,6,1,1,1,1,3,5,2,2,32,17,1,1,1,0
1,12,6,1,1,2,2,1,5,1,2,25,17,1,1,2,0
1,12,6,1,1,3,5,3,99,1,2,40,0,0,1,1,0
1,12,6,2,2,1,1,1,5,1,1,48,15,1,1,1,25
1,12,6,2,2,2,2,3,5,1,1,47,12,1,1,1,1
1,12,6,2,2,3,2,3,5,1,1,35,15,0,1,1,2
1,12,6,2,2,4,2,3,5,1,1,24,15,1,1,1,2
1,12,6,2,2,5,2,3,5,1,2,26,17,1,1,2,15
1,12,6,2,2,6,2,3,5,1,2,26,12,0,1,1,3
1,12,6,2,2,7,2,3,5,1,2,22,15,0,1,1,6
1,12,6,2,2,8,2,3,5,1,2,22,12,0,1,1,1
1,12,6,2,2,9,2,3,5,1,1,27,12,0,1,1,6
1,12,6,2,2,10,2,3,5,1,2,22,15,0,1,2,2
1,12,6,2,2,11,2,3,5,1,2,30,10,0,1,1,1
1,12,6,2,2,12,2,3,5,1,2,21,15,0,1,4,5
1,12,6,2,2,13,2,3,5,1,2,22,15,1,1,3,1
1,12,6,2,2,14,2,3,5,1,2,18,12,0,1,3,1
1,12,6,2,2,15,2,3,5,1,2,25,17,1,1,1,1
1,12,6,2,2,16,5,3,99,1,2,38,10,0,1,1,1
1,13,1,1,1,1,1,1,5,1,1,32,15,1,1,4,25
1,13,1,1,1,2,2,3,5,1,2,30,15,1,1,3,6
1,13,1,1,1,3,2,3,5,1,1,45,17,1,4,2,5
1,13,1,1,1,4,2,3,5,1,2,45,17,1,1,2,5
1,13,1,1,1,5,3,3,99,1,1,35,8,0,1,1,1
1,13,1,2,2,1,1,1,99,1,1,46,15,1,1,2,12
1,13,1,2,2,2,2,3,3,1,2,24,15,0,1,2,12
1,13,1,2,2,3,2,3,4,1,2,27,15,1,1,4,6
1,13,1,2,2,4,2,3,5,1,2,24,15,1,1,1,6
1,13,1,2,2,5,2,3,4,1,2,22,15,1,1,2,13
1,13,1,2,2,6,2,3,5,1,2,22,17,0,1,2,1
1,13,1,2,2,7,2,3,5,1,2,22,17,0,1,1,1
1,13,1,2,2,8,2,3,5,1,1,22,17,0,1,2,4
1,13,1,2,2,9,2,3,5,1,2,36,17,1,1,2,13
1,13,2,1,1,1,1,1,5,1,2,37,15,1,1,1,0
1,13,2,1,1,2,2,3,5,1,2,38,15,1,1,1,0
1,13,2,1,1,3,4,3,5,1,2,36,12,1,1,1,0
1,13,2,1,1,4,5,3,99,1,2,38,5,0,1,1,0
1,13,2,2,2,1,1,1,5,1,1,32,12,0,1,1,0
1,13,2,2,2,2,2,3,5,1,2,22,12,0,1,1,1
1,13,2,2,2,3,2,3,5,1,2,23,12,0,1,1,0
1,13,2,2,2,4,2,3,5,1,2,21,12,0,1,1,0
1,13,2,2,2,5,2,3,5,1,2,22,12,0,1,1,1
1,13,2,2,2,6,2,3,5,1,2,20,12,0,1,1,2
1,13,2,2,2,7,2,3,5,1,2,25,15,1,1,1,2
1,13,2,2,2,8,2,3,5,1,2,25,12,0,1,1,2
1,13,3,1,1,1,1,1,5,1,1,36,17,0,1,1,0
1,13,3,1,1,2,2,2,5,1,1,39,17,0,1,4,3
1,13,3,1,1,3,2,2,5,1,1,30,17,1,1,1,0
1,13,3,1,1,4,2,2,5,1,2,39,12,0,1,1,0
1,13,3,1,1,5,5,3,99,2,2,40,8,0,1,1,0
1,13,3,2,2,1,2,3,5,1,2,30,12,0,1,1,0
1,13,3,2,2,2,2,3,5,1,1,48,15,0,1,1,0
1,13,3,2,2,3,2,3,5,1,2,25,15,1,1,2,3
1,13,3,2,2,4,2,3,4,1,2,25,15,1,1,1,0
1,13,3,2,2,5,2,3,55,1,2,30,12,0,1,2,0
1,13,3,2,2,6,2,3,5,1,2,22,12,0,1,1,2
1,13,3,2,2,7,2,3,55,1,2,24,12,0,1,1,0
1,13,3,2,2,8,2,3,55,1,2,24,15,0,1,1,0
1,13,3,2,2,9,2,3,1,1,2,26,15,0,1,1,3
1,13,3,2,2,10,2,3,3,1,2,23,17,0,1,1,0
1,13,3,2,2,11,5,3,99,3,1,30,17,1,1,3,4
1,13,4,1,1,1,1,1,99,1,1,57,17,1,1,1,5
1,13,4,1,1,2,2,3,5,1,2,39,17,1,1,2,1
1,13,4,1,1,3,2,3,4,1,2,34,17,1,4,2,8
1,13,4,1,1,4,2,3,3,1,2,27,17,1,1,4,30
1,13,4,1,1,5,3,3,99,1,2,45,8,1,1,2,0
1,13,4,2,2,1,1,3,99,1,2,24,17,0,1,2,0
1,13,4,2,2,2,5,1,99,1,2,40,15,0,1,2,0
1,13,4,2,2,3,2,3,5,1,2,25,15,0,1,2,0
1,13,4,2,2,4,2,3,5,1,2,21,17,0,1,2,0
1,13,4,2,2,5,2,3,4,1,2,21,15,1,1,2,0
1,13,4,2,2,6,2,3,3,1,2,20,12,0,1,1,0
1,13,4,2,2,7,2,3,5,1,2,25,12,0,1,3,0
1,13,4,2,2,8,2,3,5,2,1,26,17,1,1,2,0
1,13,4,2,2,9,2,3,5,1,2,23,15,1,1,2,0
1,13,5,1,1,1,1,3,5,1,2,56,10,1,1,1,3
1,13,5,1,1,2,2,1,5,1,2,29,15,0,1,4,12
1,13,5,1,1,3,2,3,5,3,1,40,17,0,1,1,5
1,13,5,1,1,4,5,3,99,1,2,35,8,0,1,4,0
1,13,5,2,2,1,1,1,5,1,1,48,17,1,1,1,2
1,13,5,2,2,2,2,3,5,1,1,36,15,0,1,1,1
1,13,5,2,2,3,2,3,5,1,1,32,15,0,1,3,1
1,13,5,2,2,4,2,3,5,1,1,30,17,1,1,1,1
1,13,5,2,2,5,2,3,5,1,2,28,15,0,1,2,1
1,13,5,2,2,6,5,3,99,1,2,36,8,0,1,4,0
1,13,5,2,2,7,5,3,99,1,2,40,8,0,1,4,0
1,13,5,2,2,8,2,3,5,1,1,62,17,1,1,1,2
1,13,6,1,1,1,1,3,5,2,2,44,17,1,1,2,0
1,13,6,1,1,2,2,1,2,1,2,37,17,1,4,3,0
1,13,6,1,1,3,3,3,99,1,2,39,8,0,4,3,1
1,13,6,2,2,1,1,3,99,1,2,35,15,1,4,2,0
